id;link;pub_date;title;abstract;authors;pdf_link;category;comments;tags
2403.14619v1;http://arxiv.org/abs/2403.14619v1;2024-03-21;ClusteringSDF: Self-Organized Neural Implicit Surfaces for 3D  Decomposition;"3D decomposition/segmentation still remains a challenge as large-scale 3D
annotated data is not readily available. Contemporary approaches typically
leverage 2D machine-generated segments, integrating them for 3D consistency.
While the majority of these methods are based on NeRFs, they face a potential
weakness that the instance/semantic embedding features derive from independent
MLPs, thus preventing the segmentation network from learning the geometric
details of the objects directly through radiance and density. In this paper, we
propose ClusteringSDF, a novel approach to achieve both segmentation and
reconstruction in 3D via the neural implicit surface representation,
specifically Signal Distance Function (SDF), where the segmentation rendering
is directly integrated with the volume rendering of neural implicit surfaces.
Although based on ObjectSDF++, ClusteringSDF no longer requires the
ground-truth segments for supervision while maintaining the capability of
reconstructing individual object surfaces, but purely with the noisy and
inconsistent labels from pre-trained models.As the core of ClusteringSDF, we
introduce a high-efficient clustering mechanism for lifting the 2D labels to 3D
and the experimental results on the challenging scenes from ScanNet and Replica
datasets show that ClusteringSDF can achieve competitive performance compared
against the state-of-the-art with significantly reduced training time.";Tianhao Wu<author:sep>Chuanxia Zheng<author:sep>Tat-Jen Cham<author:sep>Qianyi Wu;http://arxiv.org/pdf/2403.14619v1;cs.CV;Project Page: https://sm0kywu.github.io/ClusteringSDF/;nerf
2403.14530v1;http://arxiv.org/abs/2403.14530v1;2024-03-21;HAC: Hash-grid Assisted Context for 3D Gaussian Splatting Compression;"3D Gaussian Splatting (3DGS) has emerged as a promising framework for novel
view synthesis, boasting rapid rendering speed with high fidelity. However, the
substantial Gaussians and their associated attributes necessitate effective
compression techniques. Nevertheless, the sparse and unorganized nature of the
point cloud of Gaussians (or anchors in our paper) presents challenges for
compression. To address this, we make use of the relations between the
unorganized anchors and the structured hash grid, leveraging their mutual
information for context modeling, and propose a Hash-grid Assisted Context
(HAC) framework for highly compact 3DGS representation. Our approach introduces
a binary hash grid to establish continuous spatial consistencies, allowing us
to unveil the inherent spatial relations of anchors through a carefully
designed context model. To facilitate entropy coding, we utilize Gaussian
distributions to accurately estimate the probability of each quantized
attribute, where an adaptive quantization module is proposed to enable
high-precision quantization of these attributes for improved fidelity
restoration. Additionally, we incorporate an adaptive masking strategy to
eliminate invalid Gaussians and anchors. Importantly, our work is the pioneer
to explore context-based compression for 3DGS representation, resulting in a
remarkable size reduction of over $75\times$ compared to vanilla 3DGS, while
simultaneously improving fidelity, and achieving over $11\times$ size reduction
over SOTA 3DGS compression approach Scaffold-GS. Our code is available here:
https://github.com/YihangChen-ee/HAC";Yihang Chen<author:sep>Qianyi Wu<author:sep>Jianfei Cai<author:sep>Mehrtash Harandi<author:sep>Weiyao Lin;http://arxiv.org/pdf/2403.14530v1;cs.CV;"Project Page: https://yihangchen-ee.github.io/project_hac/ Code:
  https://github.com/YihangChen-ee/HAC";gaussian splatting
2403.14370v2;http://arxiv.org/abs/2403.14370v2;2024-03-21;SyncTweedies: A General Generative Framework Based on Synchronized  Diffusions;"We introduce a general framework for generating diverse visual content,
including ambiguous images, panorama images, mesh textures, and Gaussian splat
textures, by synchronizing multiple diffusion processes. We present exhaustive
investigation into all possible scenarios for synchronizing multiple diffusion
processes through a canonical space and analyze their characteristics across
applications. In doing so, we reveal a previously unexplored case: averaging
the outputs of Tweedie's formula while conducting denoising in multiple
instance spaces. This case also provides the best quality with the widest
applicability to downstream tasks. We name this case SyncTweedies. In our
experiments generating visual content aforementioned, we demonstrate the
superior quality of generation by SyncTweedies compared to other
synchronization methods, optimization-based and iterative-update-based methods.";Jaihoon Kim<author:sep>Juil Koo<author:sep>Kyeongmin Yeo<author:sep>Minhyuk Sung;http://arxiv.org/pdf/2403.14370v2;cs.CV;Project page: https://synctweedies.github.io/;
2403.14053v1;http://arxiv.org/abs/2403.14053v1;2024-03-21;Leveraging Thermal Modality to Enhance Reconstruction in Low-Light  Conditions;"Neural Radiance Fields (NeRF) accomplishes photo-realistic novel view
synthesis by learning the implicit volumetric representation of a scene from
multi-view images, which faithfully convey the colorimetric information.
However, sensor noises will contaminate low-value pixel signals, and the lossy
camera image signal processor will further remove near-zero intensities in
extremely dark situations, deteriorating the synthesis performance. Existing
approaches reconstruct low-light scenes from raw images but struggle to recover
texture and boundary details in dark regions. Additionally, they are unsuitable
for high-speed models relying on explicit representations. To address these
issues, we present Thermal-NeRF, which takes thermal and visible raw images as
inputs, considering the thermal camera is robust to the illumination variation
and raw images preserve any possible clues in the dark, to accomplish visible
and thermal view synthesis simultaneously. Also, the first multi-view thermal
and visible dataset (MVTV) is established to support the research on multimodal
NeRF. Thermal-NeRF achieves the best trade-off between detail preservation and
noise smoothing and provides better synthesis performance than previous work.
Finally, we demonstrate that both modalities are beneficial to each other in 3D
reconstruction.";Jiacong Xu<author:sep>Mingqian Liao<author:sep>K Ram Prabhakar<author:sep>Vishal M. Patel;http://arxiv.org/pdf/2403.14053v1;cs.CV;25 pages, 13 figures;nerf
2403.13806v1;http://arxiv.org/abs/2403.13806v1;2024-03-20;RadSplat: Radiance Field-Informed Gaussian Splatting for Robust  Real-Time Rendering with 900+ FPS;"Recent advances in view synthesis and real-time rendering have achieved
photorealistic quality at impressive rendering speeds. While Radiance
Field-based methods achieve state-of-the-art quality in challenging scenarios
such as in-the-wild captures and large-scale scenes, they often suffer from
excessively high compute requirements linked to volumetric rendering. Gaussian
Splatting-based methods, on the other hand, rely on rasterization and naturally
achieve real-time rendering but suffer from brittle optimization heuristics
that underperform on more challenging scenes. In this work, we present
RadSplat, a lightweight method for robust real-time rendering of complex
scenes. Our main contributions are threefold. First, we use radiance fields as
a prior and supervision signal for optimizing point-based scene
representations, leading to improved quality and more robust optimization.
Next, we develop a novel pruning technique reducing the overall point count
while maintaining high quality, leading to smaller and more compact scene
representations with faster inference speeds. Finally, we propose a novel
test-time filtering approach that further accelerates rendering and allows to
scale to larger, house-sized scenes. We find that our method enables
state-of-the-art synthesis of complex captures at 900+ FPS.";Michael Niemeyer<author:sep>Fabian Manhardt<author:sep>Marie-Julie Rakotosaona<author:sep>Michael Oechsle<author:sep>Daniel Duckworth<author:sep>Rama Gosula<author:sep>Keisuke Tateno<author:sep>John Bates<author:sep>Dominik Kaeser<author:sep>Federico Tombari;http://arxiv.org/pdf/2403.13806v1;cs.CV;Project page at https://m-niemeyer.github.io/radsplat/;gaussian splatting
2403.13348v1;http://arxiv.org/abs/2403.13348v1;2024-03-20;MULAN-WC: Multi-Robot Localization Uncertainty-aware Active NeRF with  Wireless Coordination;"This paper presents MULAN-WC, a novel multi-robot 3D reconstruction framework
that leverages wireless signal-based coordination between robots and Neural
Radiance Fields (NeRF). Our approach addresses key challenges in multi-robot 3D
reconstruction, including inter-robot pose estimation, localization uncertainty
quantification, and active best-next-view selection. We introduce a method for
using wireless Angle-of-Arrival (AoA) and ranging measurements to estimate
relative poses between robots, as well as quantifying and incorporating the
uncertainty embedded in the wireless localization of these pose estimates into
the NeRF training loss to mitigate the impact of inaccurate camera poses.
Furthermore, we propose an active view selection approach that accounts for
robot pose uncertainty when determining the next-best views to improve the 3D
reconstruction, enabling faster convergence through intelligent view selection.
Extensive experiments on both synthetic and real-world datasets demonstrate the
effectiveness of our framework in theory and in practice. Leveraging wireless
coordination and localization uncertainty-aware training, MULAN-WC can achieve
high-quality 3d reconstruction which is close to applying the ground truth
camera poses. Furthermore, the quantification of the information gain from a
novel view enables consistent rendering quality improvement with incrementally
captured images by commending the robot the novel view position. Our hardware
experiments showcase the practicality of deploying MULAN-WC to real robotic
systems.";Weiying Wang<author:sep>Victor Cai<author:sep>Stephanie Gil;http://arxiv.org/pdf/2403.13348v1;cs.RO;;nerf
2403.13327v1;http://arxiv.org/abs/2403.13327v1;2024-03-20;Gaussian Splatting on the Move: Blur and Rolling Shutter Compensation  for Natural Camera Motion;"High-quality scene reconstruction and novel view synthesis based on Gaussian
Splatting (3DGS) typically require steady, high-quality photographs, often
impractical to capture with handheld cameras. We present a method that adapts
to camera motion and allows high-quality scene reconstruction with handheld
video data suffering from motion blur and rolling shutter distortion. Our
approach is based on detailed modelling of the physical image formation process
and utilizes velocities estimated using visual-inertial odometry (VIO). Camera
poses are considered non-static during the exposure time of a single image
frame and camera poses are further optimized in the reconstruction process. We
formulate a differentiable rendering pipeline that leverages screen space
approximation to efficiently incorporate rolling-shutter and motion blur
effects into the 3DGS framework. Our results with both synthetic and real data
demonstrate superior performance in mitigating camera motion over existing
methods, thereby advancing 3DGS in naturalistic settings.";Otto Seiskari<author:sep>Jerry Ylilammi<author:sep>Valtteri Kaatrasalo<author:sep>Pekka Rantalankila<author:sep>Matias Turkulainen<author:sep>Juho Kannala<author:sep>Esa Rahtu<author:sep>Arno Solin;http://arxiv.org/pdf/2403.13327v1;cs.CV;Source code available at https://github.com/SpectacularAI/3dgs-deblur;gaussian splatting
2403.13206v1;http://arxiv.org/abs/2403.13206v1;2024-03-19;Depth-guided NeRF Training via Earth Mover's Distance;"Neural Radiance Fields (NeRFs) are trained to minimize the rendering loss of
predicted viewpoints. However, the photometric loss often does not provide
enough information to disambiguate between different possible geometries
yielding the same image. Previous work has thus incorporated depth supervision
during NeRF training, leveraging dense predictions from pre-trained depth
networks as pseudo-ground truth. While these depth priors are assumed to be
perfect once filtered for noise, in practice, their accuracy is more
challenging to capture. This work proposes a novel approach to uncertainty in
depth priors for NeRF supervision. Instead of using custom-trained depth or
uncertainty priors, we use off-the-shelf pretrained diffusion models to predict
depth and capture uncertainty during the denoising process. Because we know
that depth priors are prone to errors, we propose to supervise the ray
termination distance distribution with Earth Mover's Distance instead of
enforcing the rendered depth to replicate the depth prior exactly through
L2-loss. Our depth-guided NeRF outperforms all baselines on standard depth
metrics by a large margin while maintaining performance on photometric
measures.";Anita Rau<author:sep>Josiah Aklilu<author:sep>F. Christopher Holsinger<author:sep>Serena Yeung-Levy;http://arxiv.org/pdf/2403.13206v1;cs.CV;Preprint. Under review;nerf
2403.12535v1;http://arxiv.org/abs/2403.12535v1;2024-03-19;High-Fidelity SLAM Using Gaussian Splatting with Rendering-Guided  Densification and Regularized Optimization;"We propose a dense RGBD SLAM system based on 3D Gaussian Splatting that
provides metrically accurate pose tracking and visually realistic
reconstruction. To this end, we first propose a Gaussian densification strategy
based on the rendering loss to map unobserved areas and refine reobserved
areas. Second, we introduce extra regularization parameters to alleviate the
forgetting problem in the continuous mapping problem, where parameters tend to
overfit the latest frame and result in decreasing rendering quality for
previous frames. Both mapping and tracking are performed with Gaussian
parameters by minimizing re-rendering loss in a differentiable way. Compared to
recent neural and concurrently developed gaussian splatting RGBD SLAM
baselines, our method achieves state-of-the-art results on the synthetic
dataset Replica and competitive results on the real-world dataset TUM.";Shuo Sun<author:sep>Malcolm Mielle<author:sep>Achim J. Lilienthal<author:sep>Martin Magnusson;http://arxiv.org/pdf/2403.12535v1;cs.RO;submitted to IROS24;gaussian splatting
2403.12800v1;http://arxiv.org/abs/2403.12800v1;2024-03-19;Learning Neural Volumetric Pose Features for Camera Localization;"We introduce a novel neural volumetric pose feature, termed PoseMap, designed
to enhance camera localization by encapsulating the information between images
and the associated camera poses. Our framework leverages an Absolute Pose
Regression (APR) architecture, together with an augmented NeRF module. This
integration not only facilitates the generation of novel views to enrich the
training dataset but also enables the learning of effective pose features.
Additionally, we extend our architecture for self-supervised online alignment,
allowing our method to be used and fine-tuned for unlabelled images within a
unified framework. Experiments demonstrate that our method achieves 14.28% and
20.51% performance gain on average in indoor and outdoor benchmark scenes,
outperforming existing APR methods with state-of-the-art accuracy.";Jingyu Lin<author:sep>Jiaqi Gu<author:sep>Bojian Wu<author:sep>Lubin Fan<author:sep>Renjie Chen<author:sep>Ligang Liu<author:sep>Jieping Ye;http://arxiv.org/pdf/2403.12800v1;cs.CV;14 pages, 9 figures;nerf
2403.13199v1;http://arxiv.org/abs/2403.13199v1;2024-03-19;DecentNeRFs: Decentralized Neural Radiance Fields from Crowdsourced  Images;"Neural radiance fields (NeRFs) show potential for transforming images
captured worldwide into immersive 3D visual experiences. However, most of this
captured visual data remains siloed in our camera rolls as these images contain
personal details. Even if made public, the problem of learning 3D
representations of billions of scenes captured daily in a centralized manner is
computationally intractable. Our approach, DecentNeRF, is the first attempt at
decentralized, crowd-sourced NeRFs that require $\sim 10^4\times$ less server
computing for a scene than a centralized approach. Instead of sending the raw
data, our approach requires users to send a 3D representation, distributing the
high computation cost of training centralized NeRFs between the users. It
learns photorealistic scene representations by decomposing users' 3D views into
personal and global NeRFs and a novel optimally weighted aggregation of only
the latter. We validate the advantage of our approach to learn NeRFs with
photorealism and minimal server computation cost on structured synthetic and
real-world photo tourism datasets. We further analyze how secure aggregation of
global NeRFs in DecentNeRF minimizes the undesired reconstruction of personal
content by the server.";Zaid Tasneem<author:sep>Akshat Dave<author:sep>Abhishek Singh<author:sep>Kushagra Tiwary<author:sep>Praneeth Vepakomma<author:sep>Ashok Veeraraghavan<author:sep>Ramesh Raskar;http://arxiv.org/pdf/2403.13199v1;cs.CV;;nerf
2403.12550v2;http://arxiv.org/abs/2403.12550v2;2024-03-19;RGBD GS-ICP SLAM;"Simultaneous Localization and Mapping (SLAM) with dense representation plays
a key role in robotics, Virtual Reality (VR), and Augmented Reality (AR)
applications. Recent advancements in dense representation SLAM have highlighted
the potential of leveraging neural scene representation and 3D Gaussian
representation for high-fidelity spatial representation. In this paper, we
propose a novel dense representation SLAM approach with a fusion of Generalized
Iterative Closest Point (G-ICP) and 3D Gaussian Splatting (3DGS). In contrast
to existing methods, we utilize a single Gaussian map for both tracking and
mapping, resulting in mutual benefits. Through the exchange of covariances
between tracking and mapping processes with scale alignment techniques, we
minimize redundant computations and achieve an efficient system. Additionally,
we enhance tracking accuracy and mapping quality through our keyframe selection
methods. Experimental results demonstrate the effectiveness of our approach,
showing an incredibly fast speed up to 107 FPS (for the entire system) and
superior quality of the reconstructed map.";Seongbo Ha<author:sep>Jiung Yeon<author:sep>Hyeonwoo Yu;http://arxiv.org/pdf/2403.12550v2;cs.CV;;gaussian splatting
2403.12365v1;http://arxiv.org/abs/2403.12365v1;2024-03-19;GaussianFlow: Splatting Gaussian Dynamics for 4D Content Creation;"Creating 4D fields of Gaussian Splatting from images or videos is a
challenging task due to its under-constrained nature. While the optimization
can draw photometric reference from the input videos or be regulated by
generative models, directly supervising Gaussian motions remains underexplored.
In this paper, we introduce a novel concept, Gaussian flow, which connects the
dynamics of 3D Gaussians and pixel velocities between consecutive frames. The
Gaussian flow can be efficiently obtained by splatting Gaussian dynamics into
the image space. This differentiable process enables direct dynamic supervision
from optical flow. Our method significantly benefits 4D dynamic content
generation and 4D novel view synthesis with Gaussian Splatting, especially for
contents with rich motions that are hard to be handled by existing methods. The
common color drifting issue that happens in 4D generation is also resolved with
improved Guassian dynamics. Superior visual quality on extensive experiments
demonstrates our method's effectiveness. Quantitative and qualitative
evaluations show that our method achieves state-of-the-art results on both
tasks of 4D generation and 4D novel view synthesis. Project page:
https://zerg-overmind.github.io/GaussianFlow.github.io/";Quankai Gao<author:sep>Qiangeng Xu<author:sep>Zhe Cao<author:sep>Ben Mildenhall<author:sep>Wenchao Ma<author:sep>Le Chen<author:sep>Danhang Tang<author:sep>Ulrich Neumann;http://arxiv.org/pdf/2403.12365v1;cs.CV;;gaussian splatting
2403.12722v1;http://arxiv.org/abs/2403.12722v1;2024-03-19;HUGS: Holistic Urban 3D Scene Understanding via Gaussian Splatting;"Holistic understanding of urban scenes based on RGB images is a challenging
yet important problem. It encompasses understanding both the geometry and
appearance to enable novel view synthesis, parsing semantic labels, and
tracking moving objects. Despite considerable progress, existing approaches
often focus on specific aspects of this task and require additional inputs such
as LiDAR scans or manually annotated 3D bounding boxes. In this paper, we
introduce a novel pipeline that utilizes 3D Gaussian Splatting for holistic
urban scene understanding. Our main idea involves the joint optimization of
geometry, appearance, semantics, and motion using a combination of static and
dynamic 3D Gaussians, where moving object poses are regularized via physical
constraints. Our approach offers the ability to render new viewpoints in
real-time, yielding 2D and 3D semantic information with high accuracy, and
reconstruct dynamic scenes, even in scenarios where 3D bounding box detection
are highly noisy. Experimental results on KITTI, KITTI-360, and Virtual KITTI 2
demonstrate the effectiveness of our approach.";Hongyu Zhou<author:sep>Jiahao Shao<author:sep>Lu Xu<author:sep>Dongfeng Bai<author:sep>Weichao Qiu<author:sep>Bingbing Liu<author:sep>Yue Wang<author:sep>Andreas Geiger<author:sep>Yiyi Liao;http://arxiv.org/pdf/2403.12722v1;cs.CV;Our project page is at https://xdimlab.github.io/hugs_website;gaussian splatting
2403.12682v1;http://arxiv.org/abs/2403.12682v1;2024-03-19;IFFNeRF: Initialisation Free and Fast 6DoF pose estimation from a single  image and a NeRF model;"We introduce IFFNeRF to estimate the six degrees-of-freedom (6DoF) camera
pose of a given image, building on the Neural Radiance Fields (NeRF)
formulation. IFFNeRF is specifically designed to operate in real-time and
eliminates the need for an initial pose guess that is proximate to the sought
solution. IFFNeRF utilizes the Metropolis-Hasting algorithm to sample surface
points from within the NeRF model. From these sampled points, we cast rays and
deduce the color for each ray through pixel-level view synthesis. The camera
pose can then be estimated as the solution to a Least Squares problem by
selecting correspondences between the query image and the resulting bundle. We
facilitate this process through a learned attention mechanism, bridging the
query image embedding with the embedding of parameterized rays, thereby
matching rays pertinent to the image. Through synthetic and real evaluation
settings, we show that our method can improve the angular and translation error
accuracy by 80.1% and 67.3%, respectively, compared to iNeRF while performing
at 34fps on consumer hardware and not requiring the initial pose guess.";Matteo Bortolon<author:sep>Theodore Tsesmelis<author:sep>Stuart James<author:sep>Fabio Poiesi<author:sep>Alessio Del Bue;http://arxiv.org/pdf/2403.12682v1;cs.CV;"Accepted ICRA 2024, Project page:
  https://mbortolon97.github.io/iffnerf/";nerf
2403.12839v1;http://arxiv.org/abs/2403.12839v1;2024-03-19;Global-guided Focal Neural Radiance Field for Large-scale Scene  Rendering;"Neural radiance fields~(NeRF) have recently been applied to render
large-scale scenes. However, their limited model capacity typically results in
blurred rendering results. Existing large-scale NeRFs primarily address this
limitation by partitioning the scene into blocks, which are subsequently
handled by separate sub-NeRFs. These sub-NeRFs, trained from scratch and
processed independently, lead to inconsistencies in geometry and appearance
across the scene. Consequently, the rendering quality fails to exhibit
significant improvement despite the expansion of model capacity. In this work,
we present global-guided focal neural radiance field (GF-NeRF) that achieves
high-fidelity rendering of large-scale scenes. Our proposed GF-NeRF utilizes a
two-stage (Global and Focal) architecture and a global-guided training
strategy. The global stage obtains a continuous representation of the entire
scene while the focal stage decomposes the scene into multiple blocks and
further processes them with distinct sub-encoders. Leveraging this two-stage
architecture, sub-encoders only need fine-tuning based on the global encoder,
thus reducing training complexity in the focal stage while maintaining
scene-wide consistency. Spatial information and error information from the
global stage also benefit the sub-encoders to focus on crucial areas and
effectively capture more details of large-scale scenes. Notably, our approach
does not rely on any prior knowledge about the target scene, attributing
GF-NeRF adaptable to various large-scale scene types, including street-view and
aerial-view scenes. We demonstrate that our method achieves high-fidelity,
natural rendering results on various types of large-scale datasets. Our project
page: https://shaomq2187.github.io/GF-NeRF/";Mingqi Shao<author:sep>Feng Xiong<author:sep>Hang Zhang<author:sep>Shuang Yang<author:sep>Mu Xu<author:sep>Wei Bian<author:sep>Xueqian Wang;http://arxiv.org/pdf/2403.12839v1;cs.CV;;nerf
2403.12957v1;http://arxiv.org/abs/2403.12957v1;2024-03-19;GVGEN: Text-to-3D Generation with Volumetric Representation;"In recent years, 3D Gaussian splatting has emerged as a powerful technique
for 3D reconstruction and generation, known for its fast and high-quality
rendering capabilities. To address these shortcomings, this paper introduces a
novel diffusion-based framework, GVGEN, designed to efficiently generate 3D
Gaussian representations from text input. We propose two innovative
techniques:(1) Structured Volumetric Representation. We first arrange
disorganized 3D Gaussian points as a structured form GaussianVolume. This
transformation allows the capture of intricate texture details within a volume
composed of a fixed number of Gaussians. To better optimize the representation
of these details, we propose a unique pruning and densifying method named the
Candidate Pool Strategy, enhancing detail fidelity through selective
optimization. (2) Coarse-to-fine Generation Pipeline. To simplify the
generation of GaussianVolume and empower the model to generate instances with
detailed 3D geometry, we propose a coarse-to-fine pipeline. It initially
constructs a basic geometric structure, followed by the prediction of complete
Gaussian attributes. Our framework, GVGEN, demonstrates superior performance in
qualitative and quantitative assessments compared to existing 3D generation
methods. Simultaneously, it maintains a fast generation speed ($\sim$7
seconds), effectively striking a balance between quality and efficiency.";Xianglong He<author:sep>Junyi Chen<author:sep>Sida Peng<author:sep>Di Huang<author:sep>Yangguang Li<author:sep>Xiaoshui Huang<author:sep>Chun Yuan<author:sep>Wanli Ouyang<author:sep>Tong He;http://arxiv.org/pdf/2403.12957v1;cs.CV;project page: https://gvgen.github.io/;gaussian splatting
2403.11831v2;http://arxiv.org/abs/2403.11831v2;2024-03-18;BAD-Gaussians: Bundle Adjusted Deblur Gaussian Splatting;"While neural rendering has demonstrated impressive capabilities in 3D scene
reconstruction and novel view synthesis, it heavily relies on high-quality
sharp images and accurate camera poses. Numerous approaches have been proposed
to train Neural Radiance Fields (NeRF) with motion-blurred images, commonly
encountered in real-world scenarios such as low-light or long-exposure
conditions. However, the implicit representation of NeRF struggles to
accurately recover intricate details from severely motion-blurred images and
cannot achieve real-time rendering. In contrast, recent advancements in 3D
Gaussian Splatting achieve high-quality 3D scene reconstruction and real-time
rendering by explicitly optimizing point clouds as Gaussian spheres.
  In this paper, we introduce a novel approach, named BAD-Gaussians (Bundle
Adjusted Deblur Gaussian Splatting), which leverages explicit Gaussian
representation and handles severe motion-blurred images with inaccurate camera
poses to achieve high-quality scene reconstruction. Our method models the
physical image formation process of motion-blurred images and jointly learns
the parameters of Gaussians while recovering camera motion trajectories during
exposure time.
  In our experiments, we demonstrate that BAD-Gaussians not only achieves
superior rendering quality compared to previous state-of-the-art deblur neural
rendering methods on both synthetic and real datasets but also enables
real-time rendering capabilities.
  Our project page and source code is available at
https://lingzhezhao.github.io/BAD-Gaussians/";Lingzhe Zhao<author:sep>Peng Wang<author:sep>Peidong Liu;http://arxiv.org/pdf/2403.11831v2;cs.CV;"Project Page and Source Code:
  https://lingzhezhao.github.io/BAD-Gaussians/";gaussian splatting<tag:sep>nerf
2403.11396v1;http://arxiv.org/abs/2403.11396v1;2024-03-18;Beyond Uncertainty: Risk-Aware Active View Acquisition for Safe Robot  Navigation and 3D Scene Understanding with FisherRF;"This work proposes a novel approach to bolster both the robot's risk
assessment and safety measures while deepening its understanding of 3D scenes,
which is achieved by leveraging Radiance Field (RF) models and 3D Gaussian
Splatting. To further enhance these capabilities, we incorporate additional
sampled views from the environment with the RF model. One of our key
contributions is the introduction of Risk-aware Environment Masking (RaEM),
which prioritizes crucial information by selecting the next-best-view that
maximizes the expected information gain. This targeted approach aims to
minimize uncertainties surrounding the robot's path and enhance the safety of
its navigation. Our method offers a dual benefit: improved robot safety and
increased efficiency in risk-aware 3D scene reconstruction and understanding.
Extensive experiments in real-world scenarios demonstrate the effectiveness of
our proposed approach, highlighting its potential to establish a robust and
safety-focused framework for active robot exploration and 3D scene
understanding.";Guangyi Liu<author:sep>Wen Jiang<author:sep>Boshu Lei<author:sep>Vivek Pandey<author:sep>Kostas Daniilidis<author:sep>Nader Motee;http://arxiv.org/pdf/2403.11396v1;cs.RO;;
2403.11577v1;http://arxiv.org/abs/2403.11577v1;2024-03-18;3DGS-Calib: 3D Gaussian Splatting for Multimodal SpatioTemporal  Calibration;"Reliable multimodal sensor fusion algorithms require accurate spatiotemporal
calibration. Recently, targetless calibration techniques based on implicit
neural representations have proven to provide precise and robust results.
Nevertheless, such methods are inherently slow to train given the high
computational overhead caused by the large number of sampled points required
for volume rendering. With the recent introduction of 3D Gaussian Splatting as
a faster alternative to implicit representation methods, we propose to leverage
this new rendering approach to achieve faster multi-sensor calibration. We
introduce 3DGS-Calib, a new calibration method that relies on the speed and
rendering accuracy of 3D Gaussian Splatting to achieve multimodal
spatiotemporal calibration that is accurate, robust, and with a substantial
speed-up compared to methods relying on implicit neural representations. We
demonstrate the superiority of our proposal with experimental results on
sequences from KITTI-360, a widely used driving dataset.";Quentin Herau<author:sep>Moussab Bennehar<author:sep>Arthur Moreau<author:sep>Nathan Piasco<author:sep>Luis Roldao<author:sep>Dzmitry Tsishkou<author:sep>Cyrille Migniot<author:sep>Pascal Vasseur<author:sep>Cédric Demonceaux;http://arxiv.org/pdf/2403.11577v1;cs.CV;Under review;gaussian splatting
2403.11589v1;http://arxiv.org/abs/2403.11589v1;2024-03-18;UV Gaussians: Joint Learning of Mesh Deformation and Gaussian Textures  for Human Avatar Modeling;"Reconstructing photo-realistic drivable human avatars from multi-view image
sequences has been a popular and challenging topic in the field of computer
vision and graphics. While existing NeRF-based methods can achieve high-quality
novel view rendering of human models, both training and inference processes are
time-consuming. Recent approaches have utilized 3D Gaussians to represent the
human body, enabling faster training and rendering. However, they undermine the
importance of the mesh guidance and directly predict Gaussians in 3D space with
coarse mesh guidance. This hinders the learning procedure of the Gaussians and
tends to produce blurry textures. Therefore, we propose UV Gaussians, which
models the 3D human body by jointly learning mesh deformations and 2D UV-space
Gaussian textures. We utilize the embedding of UV map to learn Gaussian
textures in 2D space, leveraging the capabilities of powerful 2D networks to
extract features. Additionally, through an independent Mesh network, we
optimize pose-dependent geometric deformations, thereby guiding Gaussian
rendering and significantly enhancing rendering quality. We collect and process
a new dataset of human motion, which includes multi-view images, scanned
models, parametric model registration, and corresponding texture maps.
Experimental results demonstrate that our method achieves state-of-the-art
synthesis of novel view and novel pose. The code and data will be made
available on the homepage https://alex-jyj.github.io/UV-Gaussians/ once the
paper is accepted.";Yujiao Jiang<author:sep>Qingmin Liao<author:sep>Xiaoyu Li<author:sep>Li Ma<author:sep>Qi Zhang<author:sep>Chaopeng Zhang<author:sep>Zongqing Lu<author:sep>Ying Shan;http://arxiv.org/pdf/2403.11589v1;cs.CV;;nerf
2403.11427v1;http://arxiv.org/abs/2403.11427v1;2024-03-18;BAGS: Building Animatable Gaussian Splatting from a Monocular Video with  Diffusion Priors;"Animatable 3D reconstruction has significant applications across various
fields, primarily relying on artists' handcraft creation. Recently, some
studies have successfully constructed animatable 3D models from monocular
videos. However, these approaches require sufficient view coverage of the
object within the input video and typically necessitate significant time and
computational costs for training and rendering. This limitation restricts the
practical applications. In this work, we propose a method to build animatable
3D Gaussian Splatting from monocular video with diffusion priors. The 3D
Gaussian representations significantly accelerate the training and rendering
process, and the diffusion priors allow the method to learn 3D models with
limited viewpoints. We also present the rigid regularization to enhance the
utilization of the priors. We perform an extensive evaluation across various
real-world videos, demonstrating its superior performance compared to the
current state-of-the-art methods.";Tingyang Zhang<author:sep>Qingzhe Gao<author:sep>Weiyu Li<author:sep>Libin Liu<author:sep>Baoquan Chen;http://arxiv.org/pdf/2403.11427v1;cs.CV;https://talegqz.github.io/BAGS/;gaussian splatting
